cantonLabel,municipalityLabel,coatOfArmsImage
Canton of Fribourg,Greng,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Greng.svg
Canton of Fribourg,Grolley,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Grolley%20COA.svg
Canton of Fribourg,Grolley-Ponthaux,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Grolley-Ponthaux%20COA.svg
Canton of Fribourg,Gruyères,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Gruy%C3%A8res%20COA.svg
Canton of Fribourg,Gurmels,http://commons.wikimedia.org/wiki/Special:FilePath/Gurmels-coat%20of%20arms.svg
Canton of Fribourg,Guschelmuth,
Canton of Fribourg,Haut-Intyamon,http://commons.wikimedia.org/wiki/Special:FilePath/Haut-Intyamon-coat%20of%20arms.svg
Canton of Fribourg,Haut-Vully,http://commons.wikimedia.org/wiki/Special:FilePath/Haut-Vully-coat%20of%20arms.svg
Canton of Fribourg,Hauterive,http://commons.wikimedia.org/wiki/Special:FilePath/Hauterive-FR-coat%20of%20arms.svg
Canton of Fribourg,Hauteville,http://commons.wikimedia.org/wiki/Special:FilePath/Hauteville-coat%20of%20arms.svg
Canton of Fribourg,Heitenried,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Heitenried%20COA.svg
Canton of Fribourg,Jaun,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Jaun.svg
Canton of Fribourg,Kerzers,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Kerzers%20COA.svg
Canton of Fribourg,Kleinbösingen,http://commons.wikimedia.org/wiki/Special:FilePath/Kleinb%C3%B6singen-coat%20of%20arms.svg
Canton of Fribourg,La Brillaz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20La%20Brillaz%20COA.svg
Canton of Fribourg,La Roche,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Roche-coat%20of%20arms.svg
Canton of Fribourg,La Sonnaz,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Sonnaz-coat%20of%20arms.svg
Canton of Fribourg,La Verrerie,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Verrerie-coat%20of%20arms.svg
Canton of Fribourg,Le Châtelard,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Le%20Ch%C3%A2telard%20FR%20COA.svg
Canton of Fribourg,Le Flon,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Flon-coat%20of%20arms.svg
Canton of Fribourg,Le Glèbe,http://commons.wikimedia.org/wiki/Special:FilePath/GW-FR-Le-Gl%C3%A8be.png
Canton of Fribourg,Le Mouret,http://commons.wikimedia.org/wiki/Special:FilePath/GW-FR-Le-Mouret.png
Canton of Fribourg,Le Pâquier,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Le%20P%C3%A2quier%20COA.svg
Canton of Fribourg,Les Montets,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Les%20Montets%20COA.svg
Canton of Fribourg,Lully,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lully%20FR%20COA.svg
Canton of Fribourg,Marly,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Marly%20FR%20COA.svg
Canton of Fribourg,Marsens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Marsens%20COA.svg
Canton of Fribourg,Massonnens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Massonnens%20COA.svg
Canton of Fribourg,Matran,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Matran%20COA.svg
Canton of Fribourg,Meyriez,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Meyriez%20COA.svg
Canton of Fribourg,Misery-Courtion,http://commons.wikimedia.org/wiki/Special:FilePath/Misery-Courtion-coat%20of%20arms.svg
Canton of Fribourg,Mont-Vully,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Mont-Vully%20COA.svg
Canton of Fribourg,Montagny,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Montagny%20COA.svg
Canton of Fribourg,Montet,http://commons.wikimedia.org/wiki/Special:FilePath/Montet%20%28Gl%C3%A2ne%29-coat%20of%20arms.svg
Canton of Fribourg,Montévraz,
Canton of Fribourg,Morlens,
Canton of Fribourg,Morlon,http://commons.wikimedia.org/wiki/Special:FilePath/Morlon-coat%20of%20arms.svg
Canton of Fribourg,Muntelier,http://commons.wikimedia.org/wiki/Special:FilePath/Muntelier-coat%20of%20arms.svg
Canton of Fribourg,Murten,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Murten%20FR%20COA.svg
Canton of Fribourg,Ménières,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20M%C3%A9ni%C3%A8res%20COA.svg
Canton of Fribourg,Mézières,http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%A9zi%C3%A8res%20FR-2004-coat%20of%20arms.svg
Canton of Fribourg,Neyruz,http://commons.wikimedia.org/wiki/Special:FilePath/Neyruz-coat%20of%20arms.svg
Canton of Fribourg,Nuvilly,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Nuvilly%20COA.svg
Canton of Fribourg,Pierrafortscha,http://commons.wikimedia.org/wiki/Special:FilePath/Pierrafortscha-coat%20of%20arms.svg
Canton of Fribourg,Plaffeien,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Plaffeien%20COA.svg
Canton of Fribourg,Plasselb,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Plasselb%20COA.svg
Canton of Fribourg,Pont-en-Ogoz,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20ch%20Pont-en-Ogoz.svg
Canton of Fribourg,Pont-la-Ville,http://commons.wikimedia.org/wiki/Special:FilePath/Pont-la-Ville-coat%20of%20arms.svg
Canton of Fribourg,Ponthaux,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ponthaux%20COA.svg
Canton of Fribourg,Prez,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Prez%20COA.svg
Canton of Fribourg,Prévondavaux,http://commons.wikimedia.org/wiki/Special:FilePath/Pr%C3%A9vondavaux-coat%20of%20arms.svg
Canton of Fribourg,Rechthalten,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Rechthalten%20COA.svg
Canton of Fribourg,Remaufens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Remaufens%20COA.svg
Canton of Fribourg,Riaz,http://commons.wikimedia.org/wiki/Special:FilePath/Riaz-coat%20of%20arms.svg
Canton of Fribourg,Ried bei Kerzers,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ried%20bei%20Kerzers%20COA.svg
Canton of Fribourg,Romont,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Romont%20FR%20COA.svg
Canton of Fribourg,Rue,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Rue%20COA.svg
Canton of Fribourg,Saint-Aubin,http://commons.wikimedia.org/wiki/Special:FilePath/Saint-Aubin-coat%20of%20arms.svg
Canton of Fribourg,Saint-Martin,http://commons.wikimedia.org/wiki/Special:FilePath/Besencens-Wappen.png
Canton of Fribourg,Schmitten,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Schmitten%20FR%20COA.svg
Canton of Fribourg,Semsales,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Semsales%20COA.svg
Canton of Fribourg,Siviriez,http://commons.wikimedia.org/wiki/Special:FilePath/GW-FR-Siviriez%20neu.png
Canton of Fribourg,Sorens,http://commons.wikimedia.org/wiki/Special:FilePath/Sorens-coat%20of%20arms.svg
Canton of Fribourg,St. Silvester,http://commons.wikimedia.org/wiki/Special:FilePath/St.%20Silvester-coat%20of%20arms.svg
Canton of Fribourg,St. Ursen,http://commons.wikimedia.org/wiki/Special:FilePath/St.%20Ursen-coat%20of%20arms.svg
Canton of Fribourg,Surpierre,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Surpierre%20COA.svg
Canton of Fribourg,Sâles,http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A2les%20Blason.png
Canton of Fribourg,Sévaz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20S%C3%A9vaz%20COA.svg
Canton of Fribourg,Tafers,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Tafers%20COA.svg
Canton of Fribourg,Tentlingen,http://commons.wikimedia.org/wiki/Special:FilePath/Tentlingen-coat%20of%20arms.svg
Canton of Fribourg,Torny,http://commons.wikimedia.org/wiki/Special:FilePath/Torny-coat%20of%20arms.svg
Canton of Fribourg,Treyvaux,http://commons.wikimedia.org/wiki/Special:FilePath/Treyvaux%20arms.png
Canton of Fribourg,Ueberstorf,http://commons.wikimedia.org/wiki/Special:FilePath/Ueberstorf-blason.png
Canton of Fribourg,Ulmiz,http://commons.wikimedia.org/wiki/Special:FilePath/Ulmiz-coat%20of%20arms.svg
Canton of Fribourg,Ursy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ursy%20COA.svg
Canton of Fribourg,Val-de-Charmey,http://commons.wikimedia.org/wiki/Special:FilePath/Val-de-Charmey%20Blason.png
Canton of Fribourg,Vallon,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vallon%20COA.svg
Canton of Fribourg,Vaulruz,http://commons.wikimedia.org/wiki/Special:FilePath/Vaulruz-coat%20of%20arms.svg
Canton of Fribourg,Vernay,http://commons.wikimedia.org/wiki/Special:FilePath/GW-FR-Vernay.png
Canton of Fribourg,Villars-sur-Glâne,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Villars-sur-Gl%C3%A2ne%20COA.svg
Canton of Fribourg,Villarsel-sur-Marly,http://commons.wikimedia.org/wiki/Special:FilePath/Villarsel-sur-Marly-coat%20of%20arms.svg
Canton of Fribourg,Villaz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Villaz%20FR%20COA.svg
Canton of Fribourg,Villorsonnens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Villorsonnens%20COA.svg
Canton of Fribourg,Vuadens,http://commons.wikimedia.org/wiki/Special:FilePath/Vuadens-coat%20of%20arms.svg
Canton of Fribourg,Vuisternens-devant-Romont,http://commons.wikimedia.org/wiki/Special:FilePath/VuisternensDevantRomont-blazon.svg
Canton of Fribourg,Wünnewil-Flamatt,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20W%C3%BCnnewil-Flamatt%20COA.svg
Canton of Geneva,Aire-la-Ville,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Aire-la-Ville%20COA.svg
Canton of Geneva,Anières,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ani%C3%A8res%20COA.svg
Canton of Geneva,Avully,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Avully%20COA.svg
Canton of Geneva,Avusy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Avusy%20COA.svg
Canton of Geneva,Bardonnex,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bardonnex%20COA.svg
Canton of Geneva,Bellevue,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bellevue%20COA.svg
Canton of Geneva,Bernex,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bernex%20COA.svg
Canton of Geneva,Carouge,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Carouge%20COA.svg
Canton of Geneva,Cartigny,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Cartigny%20COA.svg
Canton of Geneva,Chancy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Chancy%20COA.svg
Canton of Geneva,Choulex,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Choulex%20COA.svg
Canton of Geneva,Chêne-Bougeries,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ch%C3%AAne-Bougeries%20COA.svg
Canton of Geneva,Chêne-Bourg,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ch%C3%AAne-Bourg%20COA.svg
Canton of Geneva,Collex-Bossy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Collex-Bossy%20COA.svg
Canton of Geneva,Collonge-Bellerive,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Collonge-Bellerive%20COA.svg
Canton of Geneva,Cologny,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Cologny%20COA.svg
Canton of Geneva,Confignon,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Confignon%20COA.svg
Canton of Geneva,Corsier,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Corsier%20COA.svg
Canton of Geneva,Céligny,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20C%C3%A9ligny%20COA.svg
Canton of Geneva,Dardagny,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Dardagny%20COA.svg
Canton of Geneva,Geneva,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Gen%C3%A8ve%20COA.svg
Canton of Geneva,Genthod,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Genthod%20COA.svg
Canton of Geneva,Gy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Gy%20COA.svg
Canton of Geneva,Hermance,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Hermance%20COA.svg
Canton of Geneva,Jussy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Jussy%20COA.svg
Canton of Geneva,Laconnex,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Laconnex%20COA.svg
Canton of Geneva,Lancy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lancy%20COA.svg
Canton of Geneva,Le Grand-Saconnex,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Le%20Grand-Saconnex%20COA.svg
Canton of Geneva,Meinier,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Meinier%20COA.svg
Canton of Geneva,Meyrin,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Meyrin%20COA.svg
Canton of Geneva,Onex,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Onex%20COA.svg
Canton of Geneva,Perly-Certoux,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Perly-Certoux%20COA.svg
Canton of Geneva,Plan-les-Ouates,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Plan-les-Ouates%20COA.svg
Canton of Geneva,Pregny-Chambésy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Pregny-Chamb%C3%A9sy%20COA.svg
Canton of Geneva,Presinge,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Presinge%20COA.svg
Canton of Geneva,Puplinge,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Puplinge%20COA.svg
Canton of Geneva,Russin,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Russin%20COA.svg
Canton of Geneva,Satigny,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Satigny%20COA.svg
Canton of Geneva,Soral,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Soral%20COA.svg
Canton of Geneva,Thônex,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Th%C3%B4nex%20COA.svg
Canton of Geneva,Troinex,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Troinex%20COA.svg
Canton of Geneva,Vandœuvres,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vand%C5%93uvres%20COA.svg
Canton of Geneva,Vernier,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vernier%20COA.svg
Canton of Geneva,Versoix,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Versoix%20COA.svg
Canton of Geneva,Veyrier,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Veyrier%20COA.svg
Canton of Glarus,Glarus,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Glarus%20COA.svg
Canton of Glarus,Glarus Nord,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Glarus%20Nord%20COA.svg
Canton of Glarus,Glarus Süd,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Glarus%20S%C3%BCd%20COA.svg
Canton of Jura,Alle,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Alle%20COA.svg
Canton of Jura,Basse-Allaine,http://commons.wikimedia.org/wiki/Special:FilePath/BasseAllaine-blazon.svg
Canton of Jura,Basse-Vendline,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Basse-Vendline%20COA.svg
Canton of Jura,Beurnevésin,http://commons.wikimedia.org/wiki/Special:FilePath/Beurnev%C3%A9sin-blazon.svg
Canton of Jura,Boncourt,http://commons.wikimedia.org/wiki/Special:FilePath/Boncourt-blazon.svg
Canton of Jura,Bonfol,http://commons.wikimedia.org/wiki/Special:FilePath/Bonfol-blazon.svg
Canton of Jura,Bourrignon,http://commons.wikimedia.org/wiki/Special:FilePath/Bourrignon-blazon.svg
Canton of Jura,Boécourt,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bo%C3%A9court%20COA.svg
Canton of Jura,Bure,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bure%20COA.svg
Canton of Jura,Châtillon,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ch%C3%A2tillon%20COA.svg
Canton of Jura,Clos du Doubs,http://commons.wikimedia.org/wiki/Special:FilePath/ClosDuDoubs-blazon.svg
Canton of Jura,Coeuve,http://commons.wikimedia.org/wiki/Special:FilePath/Coeuve-blazon.svg
Canton of Jura,Corban,http://commons.wikimedia.org/wiki/Special:FilePath/Corban-coat%20of%20arms.svg
Canton of Jura,Cornol,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Cornol%20COA.svg
Canton of Jura,Courchapoix,http://commons.wikimedia.org/wiki/Special:FilePath/Courchapoix-Blazono.png
Canton of Jura,Courchavon,http://commons.wikimedia.org/wiki/Special:FilePath/Courchavon-blazon.svg
Canton of Jura,Courgenay,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Courgenay%20COA.svg
Canton of Jura,Courrendlin,http://commons.wikimedia.org/wiki/Special:FilePath/Courendlin-Blazono.png
Canton of Jura,Courroux,http://commons.wikimedia.org/wiki/Special:FilePath/Courroux-blazon.svg
Canton of Jura,Courtedoux,http://commons.wikimedia.org/wiki/Special:FilePath/Courtedoux-Blazono.png
Canton of Jura,Courtételle,http://commons.wikimedia.org/wiki/Special:FilePath/CH%20Courtetelle%20COA.svg
Canton of Jura,Damphreux-Lugnez,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Damphreux-Lugnez%20COA.svg
Canton of Jura,Delémont,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Del%C3%A9mont%20COA.svg
Canton of Jura,Develier,http://commons.wikimedia.org/wiki/Special:FilePath/Develier-coat%20of%20arms.svg
Canton of Jura,Ederswiler,http://commons.wikimedia.org/wiki/Special:FilePath/Ederswiler-Blazono.png
Canton of Jura,Fahy,http://commons.wikimedia.org/wiki/Special:FilePath/Fahy.Jura.CH.png
Canton of Jura,Fontenais,http://commons.wikimedia.org/wiki/Special:FilePath/Fontenais-blazon.svg
Canton of Jura,Grandfontaine,http://commons.wikimedia.org/wiki/Special:FilePath/Grandfontaine-blazon.svg
Canton of Jura,Haute-Ajoie,
Canton of Jura,Haute-Sorne,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Haute-Sorne%20COA.svg
Canton of Jura,La Baroche,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20La%20Baroche%20COA.svg
Canton of Jura,Lajoux,http://commons.wikimedia.org/wiki/Special:FilePath/Lajoux%20Blazono.png
Canton of Jura,Le Bémont,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Bemont%20Blazono.png
Canton of Jura,Le Noirmont,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Le%20Noirmont%20COA.svg
Canton of Jura,Les Bois,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Les%20Bois%20COA.svg
Canton of Jura,Les Breuleux,http://commons.wikimedia.org/wiki/Special:FilePath/Les%20Breuleux-coat%20of%20arms.svg
Canton of Jura,Les Enfers,http://commons.wikimedia.org/wiki/Special:FilePath/LesEnfers-blazon.svg
Canton of Jura,Les Genevez,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Les%20Genevez%20COA.svg
Canton of Jura,Mervelier,http://commons.wikimedia.org/wiki/Special:FilePath/Mervelier-Blazono.png
Canton of Jura,Mettembert,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Mettembert%20COA.svg
Canton of Jura,Montfaucon,http://commons.wikimedia.org/wiki/Special:FilePath/Montfaucon%20Blazono.png
Canton of Jura,Montfavergier,http://commons.wikimedia.org/wiki/Special:FilePath/Montfavergier%20JU.png
Canton of Jura,Montmelon,http://commons.wikimedia.org/wiki/Special:FilePath/GW-JU-Montmelon.png
Canton of Jura,Moutier,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Moutier%20COA.svg
Canton of Jura,Movelier,http://commons.wikimedia.org/wiki/Special:FilePath/Movelier-Blazono.png
Canton of Jura,Muriaux,http://commons.wikimedia.org/wiki/Special:FilePath/Muriaux-blazon.svg
Canton of Jura,Pleigne,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Pleigne%20COA.svg
Canton of Jura,Porrentruy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Porrentruy%20COA.svg
Canton of Jura,Rocourt,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Rocourt%20COA.svg
Canton of Jura,Rossemaison,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Rossemaison%20COA.svg
Canton of Jura,Saignelégier,http://commons.wikimedia.org/wiki/Special:FilePath/Saignel%C3%A9gier-blazon.svg
Canton of Jura,Saint-Brais,http://commons.wikimedia.org/wiki/Special:FilePath/Saint-Brais-Blazono.png
Canton of Jura,Saulcy,http://commons.wikimedia.org/wiki/Special:FilePath/Saulcy%20Blazono.png
Canton of Jura,Soubey,http://commons.wikimedia.org/wiki/Special:FilePath/Soubey-Blazono.png
Canton of Jura,Soyhières,http://commons.wikimedia.org/wiki/Special:FilePath/Soyhieres-Blazono.png
Canton of Jura,Val Terbi,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Val%20Terbi.jpg
Canton of Jura,Vendlincourt,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vendlincourt%20COA.svg
Canton of Lucerne,Adligenswil,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Adligenswil%20COA.png
Canton of Lucerne,Aesch,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Aesch%20%28Luzern%29%20COA.png
Canton of Lucerne,Alberswil,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Alberswil.svg
Canton of Lucerne,Altbüron,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Altb%C3%BCron%20COA.svg
Canton of Lucerne,Altishofen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Altishofen%20COA.png
Canton of Lucerne,Ballwil,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ballwil%20COA.png
Canton of Lucerne,Beromünster,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Berom%C3%BCnster.svg
